sample_alias,sample_name,environment,sample_accession,run_accession,ebi_fq_1,ebi_fq_2,fq_1,fq_2
SZAXPI018183-40,D100,dental,SAMEA2737977,ERR589620,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589620/ERR589620_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589620/ERR589620_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_100_plaque_A.SZAXPI018183-40.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_100_plaque_A.SZAXPI018183-40.clean.trim.rmhost.2.fq.gz
SZAXPI018184-41,D104,dental,SAMEA2737978,ERR589621,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589621/ERR589621_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589621/ERR589621_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_104_plaque_A.SZAXPI018184-41.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_104_plaque_A.SZAXPI018184-41.clean.trim.rmhost.2.fq.gz
SZAXPI018185-43,C104_R,dental,SAMEA2737979,ERR589622,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589622/ERR589622_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589622/ERR589622_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_105_plaque_A.SZAXPI018185-43.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_105_plaque_A.SZAXPI018185-43.clean.trim.rmhost.2.fq.gz
SZAXPI018186-44,D113,dental,SAMEA2737980,ERR589623,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589623/ERR589623_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589623/ERR589623_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_113_plaque_A.SZAXPI018186-44.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_113_plaque_A.SZAXPI018186-44.clean.trim.rmhost.2.fq.gz
SZAXPI018187-45,D15,dental,SAMEA2737981,ERR589624,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589624/ERR589624_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589624/ERR589624_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_015_plaque_A.SZAXPI018187-45.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_015_plaque_A.SZAXPI018187-45.clean.trim.rmhost.2.fq.gz
SZAXPI018188-46,C15_S,dental,SAMEA2737982,ERR589625,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589625/ERR589625_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589625/ERR589625_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_016_plaque_A.SZAXPI018188-46.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_016_plaque_A.SZAXPI018188-46.clean.trim.rmhost.2.fq.gz
SZAXPI018189-47,C22_R,dental,SAMEA2737983,ERR589626,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589626/ERR589626_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589626/ERR589626_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_021_plaque_A.SZAXPI018189-47.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_021_plaque_A.SZAXPI018189-47.clean.trim.rmhost.2.fq.gz
SZAXPI018190-56,D25,dental,SAMEA2737984,ERR589627,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589627/ERR589627_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589627/ERR589627_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_025_plaque_A.SZAXPI018190-56.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_025_plaque_A.SZAXPI018190-56.clean.trim.rmhost.2.fq.gz
SZAXPI018191-57,D69,dental,SAMEA2737985,ERR589628,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589628/ERR589628_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589628/ERR589628_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_069_plaque_A.SZAXPI018191-57.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_069_plaque_A.SZAXPI018191-57.clean.trim.rmhost.2.fq.gz
SZAXPI018271-62,D73,dental,SAMEA2737986,ERR589629,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589629/ERR589629_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589629/ERR589629_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_073_plaque_A.SZAXPI018271-62.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_073_plaque_A.SZAXPI018271-62.clean.trim.rmhost.2.fq.gz
SZAXPI018272-74,D77,dental,SAMEA2737987,ERR589630,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589630/ERR589630_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589630/ERR589630_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_077_plaque_A.SZAXPI018272-74.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_077_plaque_A.SZAXPI018272-74.clean.trim.rmhost.2.fq.gz
SZAXPI018273-75,D102,dental,SAMEA2737988,ERR589631,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589631/ERR589631_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589631/ERR589631_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_102_plaque_A.SZAXPI018273-75.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_102_plaque_A.SZAXPI018273-75.clean.trim.rmhost.2.fq.gz
SZAXPI018274-87,D114,dental,SAMEA2737989,ERR589632,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589632/ERR589632_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589632/ERR589632_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_114_plaque_A.SZAXPI018274-87.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_114_plaque_A.SZAXPI018274-87.clean.trim.rmhost.2.fq.gz
SZAXPI018275-88,D117,dental,SAMEA2737990,ERR589633,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589633/ERR589633_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589633/ERR589633_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_117_plaque_A.SZAXPI018275-88.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_117_plaque_A.SZAXPI018275-88.clean.trim.rmhost.2.fq.gz
SZAXPI018276-89,D118,dental,SAMEA2737991,ERR589634,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589634/ERR589634_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589634/ERR589634_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_118_plaque_A.SZAXPI018276-89.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_118_plaque_A.SZAXPI018276-89.clean.trim.rmhost.2.fq.gz
SZAXPI018277-90,D121,dental,SAMEA2737992,ERR589635,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589635/ERR589635_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589635/ERR589635_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_121_plaque_A.SZAXPI018277-90.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_121_plaque_A.SZAXPI018277-90.clean.trim.rmhost.2.fq.gz
SZAXPI018278-93,D122,dental,SAMEA2737993,ERR589636,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589636/ERR589636_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589636/ERR589636_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_122_plaque_A.SZAXPI018278-93.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_122_plaque_A.SZAXPI018278-93.clean.trim.rmhost.2.fq.gz
SZAXPI018279-94,C122_S,dental,SAMEA2737994,ERR589637,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589637/ERR589637_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589637/ERR589637_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_123_plaque_A.SZAXPI018279-94.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_123_plaque_A.SZAXPI018279-94.clean.trim.rmhost.2.fq.gz
SZAXPI018280-95,D124,dental,SAMEA2737995,ERR589638,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589638/ERR589638_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589638/ERR589638_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_124_plaque_A.SZAXPI018280-95.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_124_plaque_A.SZAXPI018280-95.clean.trim.rmhost.2.fq.gz
SZAXPI018281-102,C124_R,dental,SAMEA2737996,ERR589639,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589639/ERR589639_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589639/ERR589639_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_125_plaque_A.SZAXPI018281-102.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_125_plaque_A.SZAXPI018281-102.clean.trim.rmhost.2.fq.gz
SZAXPI018282-108,D126,dental,SAMEA2737997,ERR589640,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589640/ERR589640_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589640/ERR589640_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_126_plaque_A.SZAXPI018282-108.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_126_plaque_A.SZAXPI018282-108.clean.trim.rmhost.2.fq.gz
SZAXPI018283-109,C126_S,dental,SAMEA2737998,ERR589641,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589641/ERR589641_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589641/ERR589641_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_127_plaque_A.SZAXPI018283-109.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_127_plaque_A.SZAXPI018283-109.clean.trim.rmhost.2.fq.gz
SZAXPI018284-111,D130,dental,SAMEA2737999,ERR589642,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589642/ERR589642_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589642/ERR589642_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_130_plaque_A.SZAXPI018284-111.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_130_plaque_A.SZAXPI018284-111.clean.trim.rmhost.2.fq.gz
SZAXPI018285-113,C130_S,dental,SAMEA2738000,ERR589643,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589643/ERR589643_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589643/ERR589643_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_131_plaque_A.SZAXPI018285-113.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_131_plaque_A.SZAXPI018285-113.clean.trim.rmhost.2.fq.gz
SZAXPI018286-123,D132,dental,SAMEA2738001,ERR589644,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589644/ERR589644_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589644/ERR589644_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_132_plaque_A.SZAXPI018286-123.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_132_plaque_A.SZAXPI018286-123.clean.trim.rmhost.2.fq.gz
SZAXPI018287-129,D144,dental,SAMEA2738002,ERR589645,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589645/ERR589645_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589645/ERR589645_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_144_plaque_A.SZAXPI018287-129.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_144_plaque_A.SZAXPI018287-129.clean.trim.rmhost.2.fq.gz
SZAXPI018288-133,D145,dental,SAMEA2738003,ERR589646,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589646/ERR589646_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589646/ERR589646_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_145_plaque_A.SZAXPI018288-133.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_145_plaque_A.SZAXPI018288-133.clean.trim.rmhost.2.fq.gz
SZAXPI018289-136,C145_R,dental,SAMEA2738004,ERR589647,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589647/ERR589647_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589647/ERR589647_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_146_plaque_A.SZAXPI018289-136.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_146_plaque_A.SZAXPI018289-136.clean.trim.rmhost.2.fq.gz
SZAXPI018290-140,D147,dental,SAMEA2738005,ERR589648,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589648/ERR589648_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589648/ERR589648_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_147_plaque_A.SZAXPI018290-140.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_147_plaque_A.SZAXPI018290-140.clean.trim.rmhost.2.fq.gz
SZAXPI018291-142,D150,dental,SAMEA2738006,ERR589649,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589649/ERR589649_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589649/ERR589649_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_150_plaque_A.SZAXPI018291-142.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_150_plaque_A.SZAXPI018291-142.clean.trim.rmhost.2.fq.gz
SZAXPI018292-158,C147_R,dental,SAMEA2738007,ERR589650,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589650/ERR589650_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589650/ERR589650_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_151_plaque_A.SZAXPI018292-158.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_151_plaque_A.SZAXPI018292-158.clean.trim.rmhost.2.fq.gz
SZAXPI018302-84,D108,dental,SAMEA2738008,ERR589651,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589651/ERR589651_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589651/ERR589651_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_108_plaque_A.SZAXPI018302-84.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_108_plaque_A.SZAXPI018302-84.clean.trim.rmhost.2.fq.gz
SZAXPI018309-166,C150_R,dental,SAMEA2738009,ERR589652,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589652/ERR589652_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589652/ERR589652_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_154_plaque_A.SZAXPI018309-166.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_154_plaque_A.SZAXPI018309-166.clean.trim.rmhost.2.fq.gz
SZAXPI018310-169,D157,dental,SAMEA2738010,ERR589653,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589653/ERR589653_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589653/ERR589653_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_157_plaque_A.SZAXPI018310-169.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_157_plaque_A.SZAXPI018310-169.clean.trim.rmhost.2.fq.gz
SZAXPI018311-13,D158,dental,SAMEA2738011,ERR589654,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589654/ERR589654_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589654/ERR589654_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_158_plaque_A.SZAXPI018311-13.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_158_plaque_A.SZAXPI018311-13.clean.trim.rmhost.2.fq.gz
SZAXPI018312-14,C164_S,dental,SAMEA2738012,ERR589655,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589655/ERR589655_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589655/ERR589655_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_165_plaque_A.SZAXPI018312-14.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_165_plaque_A.SZAXPI018312-14.clean.trim.rmhost.2.fq.gz
SZAXPI018313-15,D166,dental,SAMEA2738013,ERR589656,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589656/ERR589656_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589656/ERR589656_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_166_plaque_A.SZAXPI018313-15.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_166_plaque_A.SZAXPI018313-15.clean.trim.rmhost.2.fq.gz
SZAXPI018314-16,C168_R,dental,SAMEA2738014,ERR589657,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589657/ERR589657_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589657/ERR589657_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_170_plaque_A.SZAXPI018314-16.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_170_plaque_A.SZAXPI018314-16.clean.trim.rmhost.2.fq.gz
SZAXPI018315-17,D172,dental,SAMEA2738015,ERR589658,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589658/ERR589658_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589658/ERR589658_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_172_plaque_A.SZAXPI018315-17.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_172_plaque_A.SZAXPI018315-17.clean.trim.rmhost.2.fq.gz
SZAXPI018316-18,D177,dental,SAMEA2738016,ERR589659,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589659/ERR589659_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589659/ERR589659_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_177_plaque_A.SZAXPI018316-18.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_177_plaque_A.SZAXPI018316-18.clean.trim.rmhost.2.fq.gz
SZAXPI018317-19,D178,dental,SAMEA2738017,ERR589660,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589660/ERR589660_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589660/ERR589660_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_178_plaque_A.SZAXPI018317-19.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_178_plaque_A.SZAXPI018317-19.clean.trim.rmhost.2.fq.gz
SZAXPI018318-20,D179,dental,SAMEA2738018,ERR589661,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589661/ERR589661_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589661/ERR589661_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_179_plaque_A.SZAXPI018318-20.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_179_plaque_A.SZAXPI018318-20.clean.trim.rmhost.2.fq.gz
SZAXPI018319-21,D182,dental,SAMEA2738019,ERR589662,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589662/ERR589662_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589662/ERR589662_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_182_plaque_A.SZAXPI018319-21.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_182_plaque_A.SZAXPI018319-21.clean.trim.rmhost.2.fq.gz
SZAXPI018320-22,D185,dental,SAMEA2738020,ERR589663,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589663/ERR589663_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589663/ERR589663_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_185_plaque_A.SZAXPI018320-22.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_185_plaque_A.SZAXPI018320-22.clean.trim.rmhost.2.fq.gz
SZAXPI018321-23,D188,dental,SAMEA2738021,ERR589664,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589664/ERR589664_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589664/ERR589664_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_188_plaque_A.SZAXPI018321-23.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_188_plaque_A.SZAXPI018321-23.clean.trim.rmhost.2.fq.gz
SZAXPI018322-24,D190,dental,SAMEA2738022,ERR589665,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589665/ERR589665_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589665/ERR589665_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_190_plaque_A.SZAXPI018322-24.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_190_plaque_A.SZAXPI018322-24.clean.trim.rmhost.2.fq.gz
SZAXPI018323-25,D8_N,dental,SAMEA2738023,ERR589666,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589666/ERR589666_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589666/ERR589666_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_8-3_plaque_A.SZAXPI018323-25.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA_plaque_8-3_plaque_A.SZAXPI018323-25.clean.trim.rmhost.2.fq.gz
