sample_alias,sample_name,environment,sample_accession,run_accession,ebi_fq_1,ebi_fq_2,fq_1,fq_2
SZAXPI021224-56,C71,faeces,SAMEA2737810,ERR589805,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589805/ERR589805_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589805/ERR589805_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH71A.SZAXPI021224-56.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH71A.SZAXPI021224-56.clean.trim.rmhost.2.fq.gz
SZAXPI021225-62,C32,faeces,SAMEA2737811,ERR589806,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589806/ERR589806_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589806/ERR589806_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH32A.SZAXPI021225-62.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH32A.SZAXPI021225-62.clean.trim.rmhost.2.fq.gz
SZAXPI021226-74,C14,faeces,SAMEA2737812,ERR589807,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589807/ERR589807_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589807/ERR589807_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH14A.SZAXPI021226-74.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH14A.SZAXPI021226-74.clean.trim.rmhost.2.fq.gz
SZAXPI021227-75,C48,faeces,SAMEA2737813,ERR589808,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589808/ERR589808_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589808/ERR589808_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH48A.SZAXPI021227-75.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH48A.SZAXPI021227-75.clean.trim.rmhost.2.fq.gz
SZAXPI021228-84,C45,faeces,SAMEA2737814,ERR589809,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589809/ERR589809_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589809/ERR589809_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH45A.SZAXPI021228-84.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH45A.SZAXPI021228-84.clean.trim.rmhost.2.fq.gz
SZAXPI021229-87,C80,faeces,SAMEA2737815,ERR589810,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589810/ERR589810_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589810/ERR589810_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH80A.SZAXPI021229-87.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH80A.SZAXPI021229-87.clean.trim.rmhost.2.fq.gz
SZAXPI021230-88,C26,faeces,SAMEA2737816,ERR589811,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589811/ERR589811_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589811/ERR589811_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH26A.SZAXPI021230-88.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH26A.SZAXPI021230-88.clean.trim.rmhost.2.fq.gz
SZAXPI021231-89,C17,faeces,SAMEA2737817,ERR589812,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589812/ERR589812_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589812/ERR589812_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH17A.SZAXPI021231-89.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH17A.SZAXPI021231-89.clean.trim.rmhost.2.fq.gz
SZAXPI021232-90,C44,faeces,SAMEA2737818,ERR589813,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589813/ERR589813_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589813/ERR589813_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH44A.SZAXPI021232-90.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH44A.SZAXPI021232-90.clean.trim.rmhost.2.fq.gz
SZAXPI021233-93,C63,faeces,SAMEA2737819,ERR589814,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589814/ERR589814_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589814/ERR589814_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH63A.SZAXPI021233-93.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH63A.SZAXPI021233-93.clean.trim.rmhost.2.fq.gz
SZAXPI021234-94,D225_N,faeces,SAMEA2737820,ERR589815,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589815/ERR589815_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589815/ERR589815_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA225-3A.SZAXPI021234-94.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA225-3A.SZAXPI021234-94.clean.trim.rmhost.2.fq.gz
SZAXPI021235-95,D157_N,faeces,SAMEA2737821,ERR589816,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589816/ERR589816_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589816/ERR589816_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA157-3A.SZAXPI021235-95.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA157-3A.SZAXPI021235-95.clean.trim.rmhost.2.fq.gz
SZAXPI021236-102,C36,faeces,SAMEA2737822,ERR589817,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589817/ERR589817_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589817/ERR589817_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH36A.SZAXPI021236-102.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH36A.SZAXPI021236-102.clean.trim.rmhost.2.fq.gz
SZAXPI021238-109,C13,faeces,SAMEA2737823,ERR589818,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589818/ERR589818_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589818/ERR589818_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH13A.SZAXPI021238-109.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH13A.SZAXPI021238-109.clean.trim.rmhost.2.fq.gz
SZAXPI021239-113,C7,faeces,SAMEA2737824,ERR589819,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589819/ERR589819_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589819/ERR589819_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH7A.SZAXPI021239-113.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH7A.SZAXPI021239-113.clean.trim.rmhost.2.fq.gz
SZAXPI021240-123,C12,faeces,SAMEA2737825,ERR589820,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589820/ERR589820_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589820/ERR589820_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH12A.SZAXPI021240-123.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH12A.SZAXPI021240-123.clean.trim.rmhost.2.fq.gz
SZAXPI021241-129,C33,faeces,SAMEA2737826,ERR589821,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589821/ERR589821_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589821/ERR589821_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH33A.SZAXPI021241-129.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH33A.SZAXPI021241-129.clean.trim.rmhost.2.fq.gz
SZAXPI021242-136,D208_G,faeces,SAMEA2737827,ERR589822,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589822/ERR589822_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589822/ERR589822_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA208-3A.SZAXPI021242-136.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA208-3A.SZAXPI021242-136.clean.trim.rmhost.2.fq.gz
SZAXPI021243-140,D209_M,faeces,SAMEA2737828,ERR589823,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589823/ERR589823_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589823/ERR589823_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA209-3A.SZAXPI021243-140.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA209-3A.SZAXPI021243-140.clean.trim.rmhost.2.fq.gz
SZAXPI021245-158,C21,faeces,SAMEA2737829,ERR589824,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589824/ERR589824_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589824/ERR589824_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH21A.SZAXPI021245-158.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH21A.SZAXPI021245-158.clean.trim.rmhost.2.fq.gz
SZAXPI021246-166,C65,faeces,SAMEA2737830,ERR589825,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589825/ERR589825_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589825/ERR589825_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH65A.SZAXPI021246-166.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH65A.SZAXPI021246-166.clean.trim.rmhost.2.fq.gz
SZAXPI021274-169,C99,faeces,SAMEA2737831,ERR589826,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589826/ERR589826_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589826/ERR589826_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH99A.SZAXPI021274-169.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH99A.SZAXPI021274-169.clean.trim.rmhost.2.fq.gz
SZAXPI021275-16,C40,faeces,SAMEA2737832,ERR589827,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589827/ERR589827_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589827/ERR589827_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH40A.SZAXPI021275-16.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH40A.SZAXPI021275-16.clean.trim.rmhost.2.fq.gz
SZAXPI021276-17,D64,faeces,SAMEA2737833,ERR589828,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589828/ERR589828_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589828/ERR589828_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA64A.SZAXPI021276-17.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA64A.SZAXPI021276-17.clean.trim.rmhost.2.fq.gz
SZAXPI021277-40,C51,faeces,SAMEA2737834,ERR589829,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589829/ERR589829_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589829/ERR589829_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH51A.SZAXPI021277-40.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH51A.SZAXPI021277-40.clean.trim.rmhost.2.fq.gz
SZAXPI021278-19,C19,faeces,SAMEA2737835,ERR589830,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589830/ERR589830_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589830/ERR589830_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH19A.SZAXPI021278-19.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH19A.SZAXPI021278-19.clean.trim.rmhost.2.fq.gz
SZAXPI021279-20,D246,faeces,SAMEA2737836,ERR589831,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589831/ERR589831_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589831/ERR589831_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA246A.SZAXPI021279-20.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA246A.SZAXPI021279-20.clean.trim.rmhost.2.fq.gz
SZAXPI021280-21,D202_M,faeces,SAMEA2737837,ERR589832,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589832/ERR589832_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589832/ERR589832_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA202-3A.SZAXPI021280-21.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA202-3A.SZAXPI021280-21.clean.trim.rmhost.2.fq.gz
SZAXPI021281-23,D153,faeces,SAMEA2737838,ERR589833,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589833/ERR589833_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589833/ERR589833_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA153A.SZAXPI021281-23.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA153A.SZAXPI021281-23.clean.trim.rmhost.2.fq.gz
SZAXPI021282-24,D195_N,faeces,SAMEA2737839,ERR589834,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589834/ERR589834_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589834/ERR589834_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA195-3A.SZAXPI021282-24.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA195-3A.SZAXPI021282-24.clean.trim.rmhost.2.fq.gz
SZAXPI021283-25,C15H,faeces,SAMEA2737840,ERR589835,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589835/ERR589835_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589835/ERR589835_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA15HA.SZAXPI021283-25.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA15HA.SZAXPI021283-25.clean.trim.rmhost.2.fq.gz
SZAXPI021284-26,C54,faeces,SAMEA2737841,ERR589836,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589836/ERR589836_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589836/ERR589836_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH54A.SZAXPI021284-26.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH54A.SZAXPI021284-26.clean.trim.rmhost.2.fq.gz
SZAXPI021285-27,C58,faeces,SAMEA2737842,ERR589837,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589837/ERR589837_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589837/ERR589837_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH58A.SZAXPI021285-27.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH58A.SZAXPI021285-27.clean.trim.rmhost.2.fq.gz
SZAXPI021286-32,CH,faeces,SAMEA2737843,ERR589838,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589838/ERR589838_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589838/ERR589838_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAHA.SZAXPI021286-32.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAHA.SZAXPI021286-32.clean.trim.rmhost.2.fq.gz
SZAXPI021287-33,C155_R,faeces,SAMEA2737844,ERR589839,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589839/ERR589839_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589839/ERR589839_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAR1A.SZAXPI021287-33.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAR1A.SZAXPI021287-33.clean.trim.rmhost.2.fq.gz
SZAXPI021288-34,D158_M,faeces,SAMEA2737845,ERR589840,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589840/ERR589840_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589840/ERR589840_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA158-3A.SZAXPI021288-34.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA158-3A.SZAXPI021288-34.clean.trim.rmhost.2.fq.gz
SZAXPI021289-35,D126_G,faeces,SAMEA2737846,ERR589841,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589841/ERR589841_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589841/ERR589841_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA126-3A.SZAXPI021289-35.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA126-3A.SZAXPI021289-35.clean.trim.rmhost.2.fq.gz
SZAXPI021290-36,D248,faeces,SAMEA2737847,ERR589842,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589842/ERR589842_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589842/ERR589842_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA248A.SZAXPI021290-36.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA248A.SZAXPI021290-36.clean.trim.rmhost.2.fq.gz
SZAXPI021291-37,D141,faeces,SAMEA2737848,ERR589843,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589843/ERR589843_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589843/ERR589843_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA141A.SZAXPI021291-37.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA141A.SZAXPI021291-37.clean.trim.rmhost.2.fq.gz
SZAXPI021292-39,D138_M,faeces,SAMEA2737849,ERR589844,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589844/ERR589844_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589844/ERR589844_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA138-3A.SZAXPI021292-39.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA138-3A.SZAXPI021292-39.clean.trim.rmhost.2.fq.gz
SZAXPI021293-43,C41,faeces,SAMEA2737850,ERR589845,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589845/ERR589845_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589845/ERR589845_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH41A.SZAXPI021293-43.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH41A.SZAXPI021293-43.clean.trim.rmhost.2.fq.gz
SZAXPI021294-45,C77,faeces,SAMEA2737851,ERR589846,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589846/ERR589846_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589846/ERR589846_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH77A.SZAXPI021294-45.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH77A.SZAXPI021294-45.clean.trim.rmhost.2.fq.gz
SZAXPI021295-47,C75,faeces,SAMEA2737852,ERR589847,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589847/ERR589847_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589847/ERR589847_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH75A.SZAXPI021295-47.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH75A.SZAXPI021295-47.clean.trim.rmhost.2.fq.gz
SZAXPI021296-56,C89,faeces,SAMEA2737853,ERR589848,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589848/ERR589848_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589848/ERR589848_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH89A.SZAXPI021296-56.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH89A.SZAXPI021296-56.clean.trim.rmhost.2.fq.gz
SZAXPI021297-57,C72,faeces,SAMEA2737854,ERR589849,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589849/ERR589849_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589849/ERR589849_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH72A.SZAXPI021297-57.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH72A.SZAXPI021297-57.clean.trim.rmhost.2.fq.gz
SZAXPI021298-62,C11,faeces,SAMEA2737855,ERR589850,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589850/ERR589850_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589850/ERR589850_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH11A.SZAXPI021298-62.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH11A.SZAXPI021298-62.clean.trim.rmhost.2.fq.gz
SZAXPI021299-74,C52,faeces,SAMEA2737856,ERR589851,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589851/ERR589851_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589851/ERR589851_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH52A.SZAXPI021299-74.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH52A.SZAXPI021299-74.clean.trim.rmhost.2.fq.gz
SZAXPI021300-75,C74,faeces,SAMEA2737857,ERR589852,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589852/ERR589852_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589852/ERR589852_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH74A.SZAXPI021300-75.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH74A.SZAXPI021300-75.clean.trim.rmhost.2.fq.gz
SZAXPI021301-84,C69,faeces,SAMEA2737858,ERR589853,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589853/ERR589853_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589853/ERR589853_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH69A.SZAXPI021301-84.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH69A.SZAXPI021301-84.clean.trim.rmhost.2.fq.gz
